address;source_location;insn;indent
0x4026e8;:0;PUSH	%RAX;(6) 
0x4026e9;:0;LEA	0x8(%RAX),%RAX;(6) 
0x4026ed;:0;PUSH	%RAX;(6) 
0x4026ee;:0;LEA	-0x18(%RCX),%RAX;(6) 
0x4026f2;:0;PUSH	%RAX;(6) 
0x4026f3;:0;XOR	%EAX,%EAX;(6) 
0x4026f5;:0;LEA	0x88(%RCX),%RCX;(6) 
0x4026fc;:0;LEA	0x70(%RSP),%R8;(6) 
0x402701;:0;LEA	0x4(%R8),%R9;(6) 
0x402705;:0;CALL	402130 <__kmpc_fork_call@plt>;(6) 
0x40270a;:0;ADD	$0x70,%RSP;(6) 
0x40270e;:0;JMP	4027d5 <main+0x435>;(6) 
0x402713;:0;MOV	$0x4321f0,%EDI;(6) 
0x402718;:0;XOR	%EAX,%EAX;(6) 
0x40271a;:0;MOV	0x2c(%RSP),%ESI;(6) 
0x40271e;:0;CALL	402190 <__kmpc_serialized_parallel@plt>;(6) 
0x402723;:0;ADD	$-0x70,%RSP;(6) 
0x402727;:0;MOV	$0x442ecc,%ESI;(6) 
0x40272c;:0;LEA	0x100(%RSP),%RAX;(6) 
0x402734;:0;LEA	-0x8(%RAX),%R10;(6) 
0x402738;:0;LEA	0x20(%RAX),%R11;(6) 
0x40273c;:0;MOV	%RAX,(%RSP);(6) 
0x402740;:0;LEA	-0x7c(%R10),%RAX;(6) 
0x402744;:0;MOV	%R10,0x8(%RSP);(6) 
0x402749;:0;LEA	0x4(%RAX),%RDX;(6) 
0x40274d;:0;MOV	%R11,0x10(%RSP);(6) 
0x402752;:0;LEA	0x8(%RAX),%RCX;(6) 
0x402756;:0;MOV	%RAX,0x18(%RSP);(6) 
0x40275b;:0;LEA	0xc(%RAX),%R8;(6) 
0x40275f;:0;MOV	%RDX,0x20(%RSP);(6) 
0x402764;:0;LEA	0x10(%RAX),%R9;(6) 
0x402768;:0;MOV	%RCX,0x28(%RSP);(6) 
0x40276d;:0;LEA	0x14(%RAX),%R10;(6) 
0x402771;:0;MOV	%R8,0x30(%RSP);(6) 
0x402776;:0;LEA	0x20(%RAX),%RDI;(6) 
0x40277a;:0;MOV	%R9,0x38(%RSP);(6) 
0x40277f;:0;LEA	0x9c(%RAX),%RDX;(6) 
0x402786;:0;MOV	%R10,0x40(%RSP);(6) 
0x40278b;:0;LEA	0x70(%RSP),%RCX;(6) 
0x402790;:0;LEA	-0x8(%RAX),%R8;(6) 
0x402794;:0;LEA	-0x4(%RAX),%R9;(6) 
0x402798;:0;LEA	0x18(%RAX),%R11;(6) 
0x40279c;:0;MOV	%R11,0x48(%RSP);(6) 
0x4027a1;:0;LEA	0x1c(%RAX),%RAX;(6) 
0x4027a5;:0;MOV	%RAX,0x50(%RSP);(6) 
0x4027aa;:0;LEA	0x8(%RAX),%RAX;(6) 
0x4027ae;:0;MOV	%RAX,0x58(%RSP);(6) 
0x4027b3;:0;LEA	0x8(%RAX),%RAX;(6) 
0x4027b7;:0;MOV	%RAX,0x60(%RSP);(6) 
0x4027bc;:0;CALL	402988 <main+0x5e8>;(6) 
0x4027c1;:0;ADD	$0x70,%RSP;(6) 
0x4027c5;:0;MOV	$0x4321f0,%EDI;(6) 
0x4027ca;:0;XOR	%EAX,%EAX;(6) 
0x4027cc;:0;MOV	0x2c(%RSP),%ESI;(6) 
0x4027d0;:0;CALL	402260 <__kmpc_end_serialized_parallel@plt>;(6) 
0x4027d5;:0;CALL	4020b0 <omp_get_wtime@plt>;(6) 
0x4027da;:0;VSUBSD	0xa0(%RSP),%XMM0,%XMM0;(6) 
0x4027e3;:0;CMP	$0x3,%R15;(6) 
0x4027e7;:0;JB	402823 <main+0x483>;(6) 
0x4027e9;:0;VMOVSD	0xd89f(%RIP),%XMM1;(6) 
0x4027f1;:0;VDIVSD	%XMM0,%XMM1,%XMM1;(6) 
0x4027f5;:0;VMULSD	%XMM0,%XMM0,%XMM5;(6) 
0x4027f9;:0;VMULSD	0x40(%RSP),%XMM1,%XMM2;(6) 
0x4027ff;:0;VMOVSD	0x58(%RSP),%XMM4;(6) 
0x402805;:0;VDIVSD	%XMM5,%XMM4,%XMM6;(6) 
0x402809;:0;VADDSD	0x50(%RSP),%XMM2,%XMM3;(6) 
0x40280f;:0;VADDSD	0x48(%RSP),%XMM6,%XMM7;(6) 
0x402815;:0;VMOVSD	%XMM3,0x50(%RSP);(6) 
0x40281b;:0;VMOVSD	%XMM7,0x48(%RSP);(6) 
0x402821;:0;JMP	402835 <main+0x495>;(6) 
0x402823;:0;VMOVSD	0xd865(%RIP),%XMM1;(6) 
0x40282b;:0;VDIVSD	%XMM0,%XMM1,%XMM1;(6) 
0x40282f;:0;VMULSD	0x40(%RSP),%XMM1,%XMM2;(6) 
0x402835;:0;MOV	$0x410130,%EDX;(6) 
0x40283a;:0;MOV	$0x410174,%ECX;(6) 
0x40283f;:0;MOV	$0x410178,%EDI;(6) 
0x402844;:0;CMOVB	%RCX,%RDX;(6) 
0x402848;:0;MOV	%R15,%RSI;(6) 
0x40284b;:0;MOV	$0x3,%EAX;(6) 
0x402850;:0;VMULSD	0x98(%RSP),%XMM1,%XMM1;(6) 
0x402859;:0;CALL	402050 <printf@plt>;(6) 
0x40285e;:0;MOV	0x4065b(%RIP),%RDI;(6) 
0x402865;:0;CALL	402120 <fflush@plt>;(6) 
0x40286a;:0;INC	%R15;(6) 
0x40286d;:0;CMP	$0xa,%R15;(6) 
0x402871;:0;JB	402656 <main+0x2b6>;(6) 
0x402877;:0;VMOVSD	0x50(%RSP),%XMM0;
0x40287d;:0;MOV	$0x4100c0,%EDI;
0x402882;:0;VMULSD	0xd7fe(%RIP),%XMM0,%XMM1;
0x40288a;:0;VMOVSD	%XMM1,0x40(%RSP);
0x402890;:0;CALL	402240 <puts@plt>;
0x402895;:0;VMOVSD	0x40(%RSP),%XMM0;
0x40289b;:0;MOV	$0x410198,%EDI;
0x4028a0;:0;VMULSD	%XMM0,%XMM0,%XMM2;
0x4028a4;:0;MOV	$0x4101c8,%ESI;
0x4028a9;:0;VMOVSD	0x48(%RSP),%XMM1;
0x4028af;:0;MOV	$0x410130,%EDX;
0x4028b4;:0;VFMSUB231SD	0xd7cb(%RIP),%XMM1,%XMM2;
0x4028bd;:0;MOV	$0x2,%EAX;
0x4028c2;:0;VSQRTSD	%XMM2,%XMM2,%XMM2;
0x4028c6;:0;VMOVAPD	%XMM2,%XMM1;
0x4028ca;:0;CALL	402050 <printf@plt>;
0x4028cf;:0;MOV	$0x4100c0,%EDI;
0x4028d4;:0;CALL	402240 <puts@plt>;
0x4028d9;:0;MOV	%RBX,%RDI;
0x4028dc;:0;CALL	402070 <free@plt>;
0x4028e1;:0;MOV	$0x432220,%EDI;
0x4028e6;:0;XOR	%EAX,%EAX;
0x4028e8;:0;CALL	4021e0 <__kmpc_end@plt>;
0x4028ed;:0;MOV	0x60(%RSP),%R15;
0x4028f2;:0;XOR	%EAX,%EAX;
0x4028f4;:0;MOV	0x68(%RSP),%R14;
0x4028f9;:0;MOV	0x70(%RSP),%R13;
0x4028fe;:0;MOV	0x78(%RSP),%R12;
0x402903;:0;MOV	0x80(%RSP),%RBX;
0x40290b;:0;MOV	%RBP,%RSP;
0x40290e;:0;POP	%RBP;
0x40290f;:0;RET;
0x402910;:0;PUSH	%RBP;
0x402911;:0;MOV	%RSP,%RBP;
0x402914;:0;AND	$-0x80,%RSP;
0x402918;:0;SUB	$0x100,%RSP;
0x40291f;:0;XOR	%EAX,%EAX;
0x402921;:0;VMOVSS	(%RDI),%XMM0;
0x402925;:0;VMOVSS	0x4(%RDI),%XMM2;
0x40292a;:0;VMOVSS	0x8(%RDI),%XMM4;
0x40292f;:0;MOV	%R15,0x60(%RSP);
0x402934;:0;MOV	%R14,0x68(%RSP);
0x402939;:0;MOV	%R13,0x70(%RSP);
0x40293e;:0;MOV	%R12,0x78(%RSP);
0x402943;:0;MOV	%RBX,0x80(%RSP);
0x40294b;:0;VADDSS	(%RSI),%XMM0,%XMM1;
0x40294f;:0;VMOVSS	%XMM1,(%RDI);
0x402953;:0;VADDSS	0x4(%RSI),%XMM2,%XMM3;
0x402958;:0;VMOVSS	%XMM3,0x4(%RDI);
0x40295d;:0;VADDSS	0x8(%RSI),%XMM4,%XMM5;
0x402962;:0;VMOVSS	%XMM5,0x8(%RDI);
0x402967;:0;MOV	0x60(%RSP),%R15;
0x40296c;:0;MOV	0x68(%RSP),%R14;
0x402971;:0;MOV	0x70(%RSP),%R13;
0x402976;:0;MOV	0x78(%RSP),%R12;
0x40297b;:0;MOV	0x80(%RSP),%RBX;
0x402983;:0;MOV	%RBP,%RSP;
0x402986;:0;POP	%RBP;
0x402987;:0;RET;
0x402988;:0;PUSH	%RBP;
0x402989;:0;MOV	%RSP,%RBP;
0x40298c;:0;AND	$-0x80,%RSP;
0x402990;:0;SUB	$0x100,%RSP;
0x402997;:0;MOV	0x20(%RBP),%RAX;
0x40299b;:0;MOV	0x10(%RBP),%R10;
0x40299f;:0;MOV	%R13,0x70(%RSP);
0x4029a4;:0;VMOVSS	(%RAX),%XMM0;
0x4029a8;:0;MOV	(%R10),%R13;
0x4029ab;:0;MOV	%RBX,0x80(%RSP);
0x4029b3;:0;MOV	%R15,0x60(%RSP);
0x4029b8;:0;MOV	%R9,%R15;
0x4029bb;:0;MOV	%R14,0x68(%RSP);
0x4029c0;:0;MOV	%R8,%R14;
0x4029c3;:0;MOV	%R12,0x78(%RSP);
0x4029c8;:0;MOV	%RCX,%R12;
0x4029cb;:0;MOV	(%RDI),%EBX;
0x4029cd;:0;VMOVSS	%XMM0,0x40(%RSP);
0x4029d3;:0;TEST	%R13,%R13;
0x4029d6;:0;JBE	402bba <main+0x81a>;
0x4029dc;:0;MOV	$0x1,%R10D;
0x4029e2;:0;LEA	-0x1(%R13),%R8;
0x4029e6;:0;MOVQ	$0,0x58(%RSP);
0x4029ef;:0;MOV	$0x432250,%EDI;
0x4029f4;:0;MOV	%R8,0x88(%RSP);
0x4029fc;:0;MOV	%EBX,%ESI;
0x4029fe;:0;MOVL	$0,0x14(%RSP);
0x402a06;:0;MOV	$0x24,%EDX;
0x402a0b;:0;MOV	%R10,0x90(%RSP);
0x402a13;:0;ADD	$-0x10,%RSP;
0x402a17;:0;XOR	%ECX,%ECX;
0x402a19;:0;MOV	%R10,%R9;
0x402a1c;:0;XOR	%EAX,%EAX;
0x402a1e;:0;MOV	%R10,(%RSP);
0x402a22;:0;CALL	402080 <__kmpc_dispatch_init_8u@plt>;
0x402a27;:0;ADD	$0x10,%RSP;
0x402a2b;:0;MOV	%R13,%RAX;
0x402a2e;:0;LEA	0x14(%RSP),%RDX;
0x402a33;:0;AND	$-0x8,%RAX;
0x402a37;:0;LEA	0x44(%RDX),%RCX;
0x402a3b;:0;MOVL	$0,-0x4(%RDX);
0x402a42;:0;LEA	0x74(%RDX),%R8;
0x402a46;:0;MOVL	$0,-0x8(%RDX);
0x402a4d;:0;LEA	0x7c(%RDX),%R9;
0x402a51;:0;MOVL	$0,-0xc(%RDX);
0x402a58;:0;VMOVSS	0xd638(%RIP),%XMM2;
0x402a60;:0;VMOVUPS	0xd5b8(%RIP),%YMM1;
0x402a68;:0;VMOVSS	0xd634(%RIP),%XMM0;
0x402a70;:0;MOV	%RAX,0x1c(%RDX);
0x402a74;:0;MOV	%R13,0x24(%RDX);
0x402a78;:0;MOV	%RCX,%R13;
0x402a7b;:0;MOV	%R12,0xc(%RDX);
0x402a7f;:0;MOV	%R9,%R12;
0x402a82;:0;MOV	%R14,0x4(%RDX);
0x402a86;:0;MOV	%RDX,%R14;
0x402a89;:0;MOV	%R15,(%RSP);
0x402a8d;:0;MOV	%R8,%R15;
0x402a90;:0;JMP	402aa0 <main+0x700>;
0x402a92;:0;MOV	0x28(%RSP),%EBX;(3) 
0x402a96;:0;LEA	0x58(%RSP),%R13;(3) 
0x402a9b;:0;LEA	0x14(%RSP),%R14;(3) 
0x402aa0;:0;MOV	$0x432250,%EDI;(3) 
0x402aa5;:0;MOV	%EBX,%ESI;(3) 
0x402aa7;:0;MOV	%R14,%RDX;(3) 
0x402aaa;:0;MOV	%R13,%RCX;(3) 
0x402aad;:0;MOV	%R15,%R8;(3) 
0x402ab0;:0;MOV	%R12,%R9;(3) 
0x402ab3;:0;XOR	%EAX,%EAX;(3) 
0x402ab5;:0;VZEROUPPER;(3) 
0x402ab8;:0;CALL	402210 <__kmpc_dispatch_next_8u@plt>;(3) 
0x402abd;:0;TEST	%EAX,%EAX;(3) 
0x402abf;:0;JNE	402d26 <main+0x986>;(3) 
0x402ac5;:0;MOV	0x38(%RSP),%R13;
0x402aca;:0;MOV	$0x432280,%EDI;
0x402acf;:0;MOV	0x20(%RSP),%R12;
0x402ad4;:0;MOV	$0x402910,%R9D;
0x402ada;:0;MOV	0x18(%RSP),%R14;
0x402adf;:0;MOV	%EBX,%ESI;
0x402ae1;:0;MOV	(%RSP),%R15;
0x402ae5;:0;ADD	$-0x10,%RSP;
0x402ae9;:0;MOV	$0x3,%EDX;
0x402aee;:0;LEA	0x18(%RSP),%R8;
0x402af3;:0;MOV	$0xc,%ECX;
0x402af8;:0;XOR	%EAX,%EAX;
0x402afa;:0;MOVQ	$0x443a40,(%RSP);
0x402b02;:0;CALL	402030 <__kmpc_reduce@plt>;
0x402b07;:0;ADD	$0x10,%RSP;
0x402b0b;:0;CMP	$0x1,%EAX;
0x402b0e;:0;JNE	402b57 <main+0x7b7>;
0x402b10;:0;VMOVSS	(%R12),%XMM0;
0x402b16;:0;MOV	$0x443a40,%EDX;
0x402b1b;:0;MOV	$0x432280,%EDI;
0x402b20;:0;MOV	%EBX,%ESI;
0x402b22;:0;XOR	%EAX,%EAX;
0x402b24;:0;VADDSS	0x8(%RSP),%XMM0,%XMM1;
0x402b2a;:0;VMOVSS	%XMM1,(%R12);
0x402b30;:0;VMOVSS	(%R14),%XMM2;
0x402b35;:0;VADDSS	0xc(%RSP),%XMM2,%XMM3;
0x402b3b;:0;VMOVSS	%XMM3,(%R14);
0x402b40;:0;VMOVSS	(%R15),%XMM4;
0x402b45;:0;VADDSS	0x10(%RSP),%XMM4,%XMM5;
0x402b4b;:0;VMOVSS	%XMM5,(%R15);
0x402b50;:0;CALL	4021f0 <__kmpc_end_reduce@plt>;
0x402b55;:0;JMP	402bba <main+0x81a>;
0x402b57;:0;CMP	$0x2,%EAX;
0x402b5a;:0;JNE	402bba <main+0x81a>;
0x402b5c;:0;MOV	$0x432280,%EDI;
0x402b61;:0;MOV	%EBX,%ESI;
0x402b63;:0;MOV	%R12,%RDX;
0x402b66;:0;XOR	%EAX,%EAX;
0x402b68;:0;INC	%EAX;
0x402b6a;:0;VMOVSS	0x8(%RSP),%XMM0;
0x402b70;:0;CALL	402060 <__kmpc_atomic_float4_add@plt>;
0x402b75;:0;MOV	$0x432280,%EDI;
0x402b7a;:0;MOV	%EBX,%ESI;
0x402b7c;:0;MOV	%R14,%RDX;
0x402b7f;:0;XOR	%EAX,%EAX;
0x402b81;:0;INC	%EAX;
0x402b83;:0;VMOVSS	0xc(%RSP),%XMM0;
0x402b89;:0;CALL	402060 <__kmpc_atomic_float4_add@plt>;
0x402b8e;:0;MOV	$0x432280,%EDI;
0x402b93;:0;MOV	%EBX,%ESI;
0x402b95;:0;MOV	%R15,%RDX;
0x402b98;:0;XOR	%EAX,%EAX;
0x402b9a;:0;INC	%EAX;
0x402b9c;:0;VMOVSS	0x10(%RSP),%XMM0;
0x402ba2;:0;CALL	402060 <__kmpc_atomic_float4_add@plt>;
0x402ba7;:0;MOV	$0x443a40,%EDX;
0x402bac;:0;MOV	$0x432280,%EDI;
0x402bb1;:0;MOV	%EBX,%ESI;
0x402bb3;:0;XOR	%EAX,%EAX;
0x402bb5;:0;CALL	4021f0 <__kmpc_end_reduce@plt>;
0x402bba;:0;MOV	$0x4322b0,%R12D;
0x402bc0;:0;MOV	%EBX,%ESI;
0x402bc2;:0;MOV	%R12,%RDI;
0x402bc5;:0;XOR	%EAX,%EAX;
0x402bc7;:0;CALL	402170 <__kmpc_single@plt>;
0x402bcc;:0;CMP	$0x1,%EAX;
0x402bcf;:0;JNE	402bdd <main+0x83d>;
0x402bd1;:0;MOV	%R12,%RDI;
0x402bd4;:0;MOV	%EBX,%ESI;
0x402bd6;:0;XOR	%EAX,%EAX;
