address;source_location;insn;indent
0x403547;:0;VADDSS	%XMM3,%XMM0,%XMM0;
0x40354b;:0;CMP	%RBX,%R8;
0x40354e;:0;JE	403637 <move_particles.extracted+0x497>;
0x403554;:0;ADD	%RBX,%RAX;
0x403557;:0;VMOVDQU	0x50(%RSP),%XMM3;
0x40355d;:0;VMOVUPS	0x40(%RSP),%XMM4;
0x403563;:0;VMOVDQU	0x30(%RSP),%XMM5;
0x403569;:0;JMP	403577 <move_particles.extracted+0x3d7>;
0x40356b;:0;VXORPS	%XMM0,%XMM0,%XMM0;
0x40356f;:0;VXORPS	%XMM1,%XMM1,%XMM1;
0x403573;:0;VXORPS	%XMM2,%XMM2,%XMM2;
0x403577;:0;VPBROADCASTD	%XMM3,%XMM9;
0x40357c;:0;VBROADCASTSS	%XMM4,%XMM10;
0x403581;:0;VPBROADCASTD	%XMM5,%XMM11;
0x403586;:0;LEA	-0x1(%RAX),%RBP;
0x40358a;:0;SAL	$0x4,%RAX;
0x40358e;:0;VBROADCASTSS	0xba75(%RIP),%XMM8;
0x403597;:0;NOPW	(%RAX,%RAX,1);
0x4035a0;:0;VMOVUPS	(%RDX,%RAX,1),%XMM7;(4) 
0x4035a5;:0;VSUBPS	%XMM9,%XMM7,%XMM4;(4) 
0x4035aa;:0;VMOVUPS	(%RSI,%RAX,1),%XMM6;(4) 
0x4035af;:0;VSUBPS	%XMM10,%XMM6,%XMM6;(4) 
0x4035b4;:0;VMOVUPS	(%RDI,%RAX,1),%XMM3;(4) 
0x4035b9;:0;VSUBPS	%XMM11,%XMM3,%XMM3;(4) 
0x4035be;:0;VMOVAPS	%XMM4,%XMM7;(4) 
0x4035c2;:0;VFMADD213PS	%XMM8,%XMM4,%XMM7;(4) 
0x4035c7;:0;VFMADD231PS	%XMM6,%XMM6,%XMM7;(4) 
0x4035cc;:0;VFMADD231PS	%XMM3,%XMM3,%XMM7;(4) 
0x4035d1;:0;VSQRTPS	%XMM7,%XMM5;(4) 
0x4035d5;:0;VMULPS	%XMM7,%XMM5,%XMM5;(4) 
0x4035d9;:0;VMULPS	%XMM3,%XMM5,%XMM3;(4) 
0x4035dd;:0;VMULPS	%XMM4,%XMM5,%XMM4;(4) 
0x4035e1;:0;VPERMILPD	$0x1,%XMM4,%XMM7;(4) 
0x4035e7;:0;VADDPS	%XMM7,%XMM4,%XMM4;(4) 
0x4035eb;:0;VMOVSHDUP	%XMM4,%XMM7;(4) 
0x4035ef;:0;VADDSS	%XMM7,%XMM4,%XMM4;(4) 
0x4035f3;:0;VMULPS	%XMM6,%XMM5,%XMM5;(4) 
0x4035f7;:0;VPERMILPD	$0x1,%XMM5,%XMM6;(4) 
0x4035fd;:0;VADDSS	%XMM4,%XMM2,%XMM2;(4) 
0x403601;:0;VADDPS	%XMM6,%XMM5,%XMM4;(4) 
0x403605;:0;VMOVSHDUP	%XMM4,%XMM5;(4) 
0x403609;:0;VADDSS	%XMM5,%XMM4,%XMM4;(4) 
0x40360d;:0;VPERMILPD	$0x1,%XMM3,%XMM5;(4) 
0x403613;:0;VADDPS	%XMM5,%XMM3,%XMM3;(4) 
0x403617;:0;VADDSS	%XMM4,%XMM1,%XMM1;(4) 
0x40361b;:0;VMOVSHDUP	%XMM3,%XMM4;(4) 
0x40361f;:0;VADDSS	%XMM4,%XMM3,%XMM3;(4) 
0x403623;:0;VADDSS	%XMM3,%XMM0,%XMM0;(4) 
0x403627;:0;INC	%RBP;(4) 
0x40362a;:0;ADD	$0x10,%RAX;(4) 
0x40362e;:0;CMP	%RCX,%RBP;(4) 
0x403631;:0;JB	4035a0 <move_particles.extracted+0x400>;(4) 
0x403637;:0;MOV	0x170(%RSP),%R14;
0x40363f;:0;MOV	0x168(%RSP),%R12;
0x403647;:0;MOV	0x160(%RSP),%RBP;
0x40364f;:0;VMOVSS	%XMM2,0x8(%RSP);
0x403655;:0;VMOVSS	%XMM1,0xc(%RSP);
0x40365b;:0;VMOVSS	%XMM0,0x10(%RSP);
0x403661;:0;MOV	$0x4311d0,%EDI;
0x403666;:0;MOV	%R15D,%ESI;
0x403669;:0;VZEROUPPER;
0x40366c;:0;CALL	402230 <__kmpc_for_static_fini@plt>;
0x403671;:0;MOV	(%R13),%ESI;
0x403675;:0;SUB	$0x8,%RSP;
0x403679;:0;MOV	$0x442840,%RAX;
0x403680;:0;LEA	0x10(%RSP),%R8;
0x403685;:0;MOV	$0x431250,%EDI;
0x40368a;:0;MOV	$0x403170,%R9D;
0x403690;:0;MOV	$0x3,%EDX;
0x403695;:0;MOV	$0xc,%ECX;
0x40369a;:0;PUSH	%RAX;
0x40369b;:0;CALL	402030 <__kmpc_reduce@plt>;
0x4036a0;:0;ADD	$0x10,%RSP;
0x4036a4;:0;CMP	$0x2,%EAX;
0x4036a7;:0;JGE	4036eb <move_particles.extracted+0x54b>;
0x4036a9;:0;CMP	$0x1,%EAX;
0x4036ac;:0;JNE	403747 <move_particles.extracted+0x5a7>;
0x4036b2;:0;VMOVSS	0x8(%RSP),%XMM0;
0x4036b8;:0;VADDSS	(%RBP),%XMM0,%XMM0;
0x4036bd;:0;VMOVSS	%XMM0,(%RBP);
0x4036c2;:0;VMOVSS	0xc(%RSP),%XMM0;
0x4036c8;:0;VADDSS	(%R12),%XMM0,%XMM0;
0x4036ce;:0;VMOVSS	%XMM0,(%R12);
0x4036d4;:0;VMOVSS	0x10(%RSP),%XMM0;
0x4036da;:0;VADDSS	(%R14),%XMM0,%XMM0;
0x4036df;:0;VMOVSS	%XMM0,(%R14);
0x4036e4;:0;MOV	$0x431270,%EDI;
0x4036e9;:0;JMP	403737 <move_particles.extracted+0x597>;
0x4036eb;:0;JNE	403747 <move_particles.extracted+0x5a7>;
0x4036ed;:0;VMOVSS	0x8(%RSP),%XMM0;
0x4036f3;:0;MOV	(%R13),%ESI;
0x4036f7;:0;MOV	$0x4311f0,%EDI;
0x4036fc;:0;MOV	%RBP,%RDX;
0x4036ff;:0;CALL	402060 <__kmpc_atomic_float4_add@plt>;
0x403704;:0;VMOVSS	0xc(%RSP),%XMM0;
0x40370a;:0;MOV	(%R13),%ESI;
0x40370e;:0;MOV	$0x431210,%EDI;
0x403713;:0;MOV	%R12,%RDX;
0x403716;:0;CALL	402060 <__kmpc_atomic_float4_add@plt>;
0x40371b;:0;VMOVSS	0x10(%RSP),%XMM0;
0x403721;:0;MOV	(%R13),%ESI;
0x403725;:0;MOV	$0x431230,%EDI;
0x40372a;:0;MOV	%R14,%RDX;
0x40372d;:0;CALL	402060 <__kmpc_atomic_float4_add@plt>;
0x403732;:0;MOV	$0x431290,%EDI;
0x403737;:0;MOV	(%R13),%ESI;
0x40373b;:0;MOV	$0x442840,%RDX;
0x403742;:0;CALL	4021c0 <__kmpc_end_reduce@plt>;
0x403747;:0;ADD	$0x128,%RSP;
0x40374e;:0;POP	%RBX;
0x40374f;:0;POP	%R12;
0x403751;:0;POP	%R13;
0x403753;:0;POP	%R14;
0x403755;:0;POP	%R15;
0x403757;:0;POP	%RBP;
0x403758;:0;RET;
0x403759;:0;NOPL	(%RAX);
